order_id,order_date,product_id,product_name,category,quantity_sold,unit_price,sales_amount,profit,payment_mode,region
2398,2025-02-09,P226,Beverages_Item_226,Beverages,3,242,726,158.7,Card,North
2399,2025-02-23,P063,Groceries_Item_63,Groceries,4,136,544,67.48,Card,Central
2400,2025-03-28,P243,Snacks_Item_243,Snacks,8,133,1064,233.58,Card,Central
2401,2025-10-05,P002,Household_Item_2,Household,1,1566,1566,227.78,Card,North
2402,2025-09-27,P229,Personal Care_Item_229,Personal Care,4,1967,7868,979.7,Cash,East
2403,2025-01-16,P189,Snacks_Item_189,Snacks,4,261,1044,181.32,Cash,West
2404,2025-01-12,P158,Beverages_Item_158,Beverages,5,1407,7035,813.01,Net Banking,East
2405,2025-06-04,P296,Stationery_Item_296,Stationery,4,770,3080,471.64,UPI,East
2406,2025-08-19,P064,Groceries_Item_64,Groceries,7,1341,9387,1504.66,Cash,South
2407,2025-09-01,P076,Personal Care_Item_76,Personal Care,7,1713,11991,2502.65,UPI,West
2408,2025-10-02,P275,Stationery_Item_275,Stationery,2,217,434,67.81,UPI,East
2409,2025-04-02,P236,Household_Item_236,Household,1,1812,1812,396.99,Card,North
2410,2025-10-01,P054,Household_Item_54,Household,5,755,3775,758.37,UPI,South
2411,2025-06-16,P237,Household_Item_237,Household,5,1567,7835,940.46,Net Banking,East
2412,2025-06-02,P125,Groceries_Item_125,Groceries,5,1488,7440,637.61,Card,Central
2413,2025-03-02,P248,Beverages_Item_248,Beverages,7,749,5243,1070.15,UPI,Central
2414,2025-06-14,P274,Household_Item_274,Household,2,925,1850,255.66,UPI,East
2415,2025-07-21,P056,Beverages_Item_56,Beverages,6,743,4458,494.84,Card,South
2416,2025-01-31,P070,Personal Care_Item_70,Personal Care,7,906,6342,573.73,UPI,East
2417,2025-12-12,P112,Groceries_Item_112,Groceries,2,1053,2106,456.21,UPI,South
2418,2025-11-17,P295,Beverages_Item_295,Beverages,6,1426,8556,733.4,Cash,West
2419,2025-05-23,P235,Household_Item_235,Household,8,1831,14648,1373.33,Card,South
2420,2025-07-05,P057,Household_Item_57,Household,3,1411,4233,821.94,Cash,West
2421,2025-04-16,P234,Groceries_Item_234,Groceries,7,153,1071,146.72,Net Banking,North
2422,2025-10-22,P059,Personal Care_Item_59,Personal Care,4,1761,7044,606.49,UPI,West
2423,2025-10-11,P134,Snacks_Item_134,Snacks,4,1621,6484,812.15,Net Banking,Central
2424,2025-08-26,P212,Snacks_Item_212,Snacks,4,170,680,85.38,Cash,West
2425,2025-12-30,P125,Groceries_Item_125,Groceries,7,1488,10416,858.02,Card,Central
2426,2025-06-27,P104,Personal Care_Item_104,Personal Care,4,956,3824,834.96,Net Banking,West
2427,2025-10-17,P101,Groceries_Item_101,Groceries,6,769,4614,779.98,UPI,North
2428,2025-10-29,P245,Personal Care_Item_245,Personal Care,6,1070,6420,583.14,Card,West
2429,2025-10-07,P049,Stationery_Item_49,Stationery,7,1758,12306,2570.3,Cash,West
2430,2025-11-02,P129,Personal Care_Item_129,Personal Care,3,1786,5358,887.09,Net Banking,South
2431,2025-05-27,P111,Snacks_Item_111,Snacks,7,1859,13013,1544.24,UPI,East
2432,2025-02-03,P002,Household_Item_2,Household,2,1566,3132,397.06,Cash,West
2433,2025-12-22,P191,Household_Item_191,Household,2,1496,2992,581.13,Net Banking,West
2434,2025-07-19,P288,Snacks_Item_288,Snacks,1,295,295,25.59,Net Banking,Central
2435,2025-07-23,P185,Household_Item_185,Household,3,1346,4038,744.99,Cash,West
2436,2025-01-29,P128,Personal Care_Item_128,Personal Care,5,1068,5340,946.15,Net Banking,North
2437,2025-10-16,P207,Personal Care_Item_207,Personal Care,8,604,4832,865.88,Net Banking,Central
2438,2025-06-16,P127,Beverages_Item_127,Beverages,7,1813,12691,2293.64,Cash,South
2439,2025-06-16,P284,Personal Care_Item_284,Personal Care,5,1346,6730,1153.32,UPI,West
2440,2025-01-29,P060,Beverages_Item_60,Beverages,7,84,588,110.83,Net Banking,Central
2441,2025-09-27,P270,Household_Item_270,Household,5,686,3430,620.14,UPI,North
2442,2025-11-21,P120,Personal Care_Item_120,Personal Care,4,1698,6792,583.28,Card,West
2443,2025-09-30,P225,Groceries_Item_225,Groceries,2,1982,3964,334.47,UPI,South
2444,2025-12-04,P246,Groceries_Item_246,Groceries,3,1207,3621,513.16,UPI,West
2445,2025-10-15,P015,Household_Item_15,Household,4,87,348,33.42,UPI,West
2446,2025-10-03,P055,Snacks_Item_55,Snacks,6,552,3312,454.83,UPI,East
2447,2025-08-09,P204,Stationery_Item_204,Stationery,8,1786,14288,2711.65,Cash,South
2448,2025-07-20,P293,Beverages_Item_293,Beverages,2,497,994,94.73,Net Banking,East
2449,2025-05-08,P184,Beverages_Item_184,Beverages,8,834,6672,1061.35,UPI,South
2450,2025-12-19,P053,Stationery_Item_53,Stationery,3,1122,3366,277.71,Card,South
2451,2025-08-27,P157,Beverages_Item_157,Beverages,1,588,588,93.21,UPI,North
2452,2025-05-28,P210,Stationery_Item_210,Stationery,1,1855,1855,397.6,Net Banking,Central
2453,2025-11-08,P259,Stationery_Item_259,Stationery,3,953,2859,542.6,Cash,West
2454,2025-08-12,P054,Household_Item_54,Household,8,755,6040,823.33,Net Banking,East
2455,2025-10-31,P209,Stationery_Item_209,Stationery,8,724,5792,611.77,Net Banking,East
2456,2025-07-20,P063,Groceries_Item_63,Groceries,3,136,408,64.54,Cash,East
2457,2025-10-12,P173,Household_Item_173,Household,7,1970,13790,1924.3,Card,West
2458,2025-05-17,P250,Household_Item_250,Household,6,1586,9516,1755.23,UPI,Central
2459,2025-06-20,P022,Household_Item_22,Household,8,311,2488,341.01,Net Banking,Central
2460,2025-02-20,P196,Snacks_Item_196,Snacks,6,651,3906,729.85,Net Banking,West
2461,2025-01-25,P083,Household_Item_83,Household,1,1646,1646,211.73,Cash,West
2462,2025-02-27,P185,Household_Item_185,Household,2,1346,2692,263.22,Card,East
2463,2025-05-21,P180,Snacks_Item_180,Snacks,2,1695,3390,678.14,Card,Central
2464,2025-08-02,P160,Personal Care_Item_160,Personal Care,5,1046,5230,584.09,Net Banking,West
2465,2025-05-12,P052,Groceries_Item_52,Groceries,1,1469,1469,268.32,UPI,Central
2466,2025-07-16,P079,Groceries_Item_79,Groceries,3,1600,4800,919.2,Net Banking,East
2467,2025-02-18,P260,Personal Care_Item_260,Personal Care,7,1184,8288,1029.94,UPI,Central
2468,2025-12-31,P274,Household_Item_274,Household,3,925,2775,348.19,Card,South
2469,2025-03-11,P188,Snacks_Item_188,Snacks,8,1759,14072,2481.46,Cash,East
2470,2025-08-14,P195,Personal Care_Item_195,Personal Care,8,1856,14848,1591.56,Net Banking,West
2471,2025-06-13,P200,Personal Care_Item_200,Personal Care,2,1462,2924,504.99,Cash,North
2472,2025-08-28,P118,Personal Care_Item_118,Personal Care,5,785,3925,858.49,Net Banking,East
2473,2025-05-20,P269,Beverages_Item_269,Beverages,2,1287,2574,503.19,Card,West
2474,2025-02-26,P220,Stationery_Item_220,Stationery,2,1094,2188,234.83,Cash,West
2475,2025-08-08,P164,Stationery_Item_164,Stationery,2,1551,3102,660.4,Net Banking,East
2476,2025-12-21,P205,Household_Item_205,Household,5,1161,5805,1246.34,UPI,North
2477,2025-04-16,P202,Groceries_Item_202,Groceries,1,239,239,34.66,Net Banking,Central
2478,2025-01-31,P115,Stationery_Item_115,Stationery,1,1649,1649,151.83,Cash,South
2479,2025-09-08,P274,Household_Item_274,Household,5,925,4625,521.89,Card,North
2480,2025-05-10,P063,Groceries_Item_63,Groceries,5,136,680,57.71,Cash,North
2481,2025-03-28,P272,Snacks_Item_272,Snacks,5,44,220,35.99,Cash,South
2482,2025-06-03,P022,Household_Item_22,Household,6,311,1866,373.3,UPI,East
2483,2025-01-10,P111,Snacks_Item_111,Snacks,3,1859,5577,570.46,Cash,West
2484,2025-06-30,P212,Snacks_Item_212,Snacks,3,170,510,46.5,Card,North
2485,2025-07-09,P122,Groceries_Item_122,Groceries,4,1100,4400,528.02,Card,South
2486,2025-01-31,P107,Household_Item_107,Household,6,393,2358,287.56,Net Banking,West
2487,2025-05-29,P116,Groceries_Item_116,Groceries,8,1483,11864,2043.93,Net Banking,North
2488,2025-08-19,P057,Household_Item_57,Household,2,1411,2822,605.42,Net Banking,East
2489,2025-01-10,P255,Personal Care_Item_255,Personal Care,8,1858,14864,1461.89,Cash,West
2490,2025-05-24,P051,Personal Care_Item_51,Personal Care,1,1189,1189,221.08,Card,South
2491,2025-07-04,P249,Snacks_Item_249,Snacks,7,1084,7588,1262.43,Cash,South
2492,2025-04-27,P104,Personal Care_Item_104,Personal Care,8,956,7648,1265.7,UPI,Central
2493,2025-04-06,P289,Beverages_Item_289,Beverages,1,110,110,14.34,Card,North
2494,2025-11-15,P188,Snacks_Item_188,Snacks,2,1759,3518,627.99,Net Banking,South
2495,2025-06-23,P207,Personal Care_Item_207,Personal Care,6,604,3624,739.07,UPI,South
2496,2025-09-23,P285,Stationery_Item_285,Stationery,2,650,1300,144.27,Card,West
2497,2025-12-27,P156,Personal Care_Item_156,Personal Care,6,876,5256,935.88,Card,East
2498,2025-11-14,P290,Personal Care_Item_290,Personal Care,1,1396,1396,209.82,Cash,Central
2499,2025-10-25,P224,Stationery_Item_224,Stationery,4,640,2560,210.5,Net Banking,North
2500,2025-12-03,P268,Personal Care_Item_268,Personal Care,5,1641,8205,881.91,Card,East
2501,2025-03-27,P157,Beverages_Item_157,Beverages,2,588,1176,227.94,Card,East
2502,2025-05-23,P287,Groceries_Item_287,Groceries,1,900,900,176.98,Cash,West
2503,2025-03-18,P037,Stationery_Item_37,Stationery,3,1781,5343,450.14,Net Banking,West
2504,2025-12-29,P179,Groceries_Item_179,Groceries,3,1040,3120,315.04,Card,East
2505,2025-08-23,P259,Stationery_Item_259,Stationery,8,953,7624,1646.41,Card,East
2506,2025-10-27,P209,Stationery_Item_209,Stationery,7,724,5068,410.47,Card,North
2507,2025-04-24,P212,Snacks_Item_212,Snacks,3,170,510,78.39,Cash,Central
2508,2025-08-15,P135,Beverages_Item_135,Beverages,6,1600,9600,1897.69,Cash,Central
2509,2025-04-21,P290,Personal Care_Item_290,Personal Care,8,1396,11168,1870.08,Cash,Central
2510,2025-06-11,P097,Snacks_Item_97,Snacks,4,885,3540,660.78,UPI,South
2511,2025-09-07,P069,Stationery_Item_69,Stationery,2,1628,3256,715.93,UPI,North
2512,2025-11-01,P254,Stationery_Item_254,Stationery,4,1511,6044,956.26,UPI,Central
2513,2025-06-23,P282,Groceries_Item_282,Groceries,4,744,2976,643.99,Cash,Central
2514,2025-09-09,P099,Snacks_Item_99,Snacks,1,1121,1121,138.21,UPI,Central
2515,2025-05-29,P179,Groceries_Item_179,Groceries,5,1040,5200,907.3,UPI,North
2516,2025-05-10,P216,Household_Item_216,Household,2,618,1236,227.96,Net Banking,East
2517,2025-08-12,P052,Groceries_Item_52,Groceries,7,1469,10283,1347.61,UPI,West
2518,2025-03-30,P141,Snacks_Item_141,Snacks,1,1082,1082,105.72,Card,East
2519,2025-12-16,P220,Stationery_Item_220,Stationery,5,1094,5470,817.11,UPI,Central
2520,2025-07-15,P076,Personal Care_Item_76,Personal Care,6,1713,10278,2239.28,Card,North
2521,2025-02-12,P249,Snacks_Item_249,Snacks,4,1084,4336,783.26,Card,South
2522,2025-11-08,P125,Groceries_Item_125,Groceries,3,1488,4464,497.5,UPI,South
2523,2025-07-24,P150,Stationery_Item_150,Stationery,3,483,1449,199.77,Cash,Central
2524,2025-10-06,P112,Groceries_Item_112,Groceries,1,1053,1053,208.54,UPI,East
2525,2025-10-03,P254,Stationery_Item_254,Stationery,2,1511,3022,262.22,Cash,South
2526,2025-01-20,P100,Snacks_Item_100,Snacks,6,1625,9750,1131.7,UPI,West
2527,2025-10-22,P013,Stationery_Item_13,Stationery,8,1624,12992,1294.03,Cash,West
2528,2025-05-13,P017,Personal Care_Item_17,Personal Care,3,185,555,64.18,Cash,North
2529,2025-10-19,P244,Groceries_Item_244,Groceries,8,1234,9872,1470.94,Card,North
2530,2025-09-26,P280,Snacks_Item_280,Snacks,7,1433,10031,1426.98,Card,South
2531,2025-05-31,P031,Stationery_Item_31,Stationery,3,687,2061,307.19,UPI,North
2532,2025-08-24,P288,Snacks_Item_288,Snacks,6,295,1770,366.73,Cash,Central
2533,2025-01-28,P172,Personal Care_Item_172,Personal Care,6,219,1314,158.72,Net Banking,West
2534,2025-02-18,P114,Personal Care_Item_114,Personal Care,4,807,3228,709.16,UPI,Central
2535,2025-12-16,P300,Beverages_Item_300,Beverages,7,876,6132,980.39,UPI,Central
2536,2025-03-02,P062,Groceries_Item_62,Groceries,8,916,7328,644.61,Cash,South
2537,2025-04-17,P001,Household_Item_1,Household,1,1073,1073,198.88,UPI,West
2538,2025-11-28,P129,Personal Care_Item_129,Personal Care,3,1786,5358,919.15,Card,East
2539,2025-04-11,P289,Beverages_Item_289,Beverages,1,110,110,10.63,Cash,South
2540,2025-12-17,P149,Household_Item_149,Household,5,1461,7305,869.95,Card,South
2541,2025-09-20,P100,Snacks_Item_100,Snacks,7,1625,11375,1160.33,UPI,West
2542,2025-01-23,P298,Stationery_Item_298,Stationery,4,46,184,32.2,Cash,South
2543,2025-03-31,P184,Beverages_Item_184,Beverages,8,834,6672,1423.54,UPI,North
2544,2025-07-18,P055,Snacks_Item_55,Snacks,8,552,4416,441.08,Net Banking,North
2545,2025-05-24,P169,Personal Care_Item_169,Personal Care,5,205,1025,217.63,Net Banking,Central
2546,2025-01-16,P123,Groceries_Item_123,Groceries,4,951,3804,460.09,UPI,West
2547,2025-04-03,P004,Snacks_Item_4,Snacks,4,708,2832,419.98,Cash,South
2548,2025-11-10,P067,Personal Care_Item_67,Personal Care,4,169,676,120.19,Card,West
2549,2025-10-24,P008,Groceries_Item_8,Groceries,5,854,4270,726.49,Card,Central
2550,2025-05-17,P171,Groceries_Item_171,Groceries,8,1437,11496,2334.02,UPI,West
2551,2025-01-25,P027,Household_Item_27,Household,4,401,1604,176.96,UPI,East
2552,2025-09-01,P264,Groceries_Item_264,Groceries,7,1033,7231,1079.29,Card,West
2553,2025-03-18,P162,Stationery_Item_162,Stationery,2,723,1446,157.56,Net Banking,East
2554,2025-10-29,P016,Stationery_Item_16,Stationery,8,503,4024,454.5,UPI,East
2555,2025-01-24,P049,Stationery_Item_49,Stationery,7,1758,12306,2159.93,UPI,Central
2556,2025-08-21,P153,Groceries_Item_153,Groceries,5,251,1255,107.64,UPI,Central
2557,2025-06-09,P090,Snacks_Item_90,Snacks,2,1330,2660,574.77,Card,South
2558,2025-05-17,P209,Stationery_Item_209,Stationery,2,724,1448,214.05,Card,South
2559,2025-08-24,P126,Personal Care_Item_126,Personal Care,4,532,2128,214.72,Cash,West
2560,2025-10-01,P114,Personal Care_Item_114,Personal Care,3,807,2421,349.91,UPI,Central
2561,2025-04-17,P112,Groceries_Item_112,Groceries,6,1053,6318,585.45,Cash,East
2562,2025-11-24,P069,Stationery_Item_69,Stationery,5,1628,8140,652.38,UPI,Central
2563,2025-08-16,P141,Snacks_Item_141,Snacks,2,1082,2164,461.53,Card,East
2564,2025-08-18,P244,Groceries_Item_244,Groceries,7,1234,8638,1712.39,Net Banking,South
2565,2025-12-28,P109,Personal Care_Item_109,Personal Care,7,686,4802,946.68,UPI,North
2566,2025-01-03,P198,Groceries_Item_198,Groceries,2,902,1804,213.67,Cash,North
2567,2025-01-02,P275,Stationery_Item_275,Stationery,6,217,1302,205.06,UPI,South
2568,2025-01-30,P175,Beverages_Item_175,Beverages,6,150,900,167.61,Net Banking,North
2569,2025-08-13,P289,Beverages_Item_289,Beverages,4,110,440,52.85,Net Banking,South
2570,2025-08-11,P098,Snacks_Item_98,Snacks,8,607,4856,885.81,Net Banking,South
2571,2025-06-22,P188,Snacks_Item_188,Snacks,1,1759,1759,297.57,Net Banking,South
2572,2025-03-18,P018,Beverages_Item_18,Beverages,1,1554,1554,166.04,Card,East
2573,2025-01-14,P288,Snacks_Item_288,Snacks,3,295,885,124.18,UPI,East
2574,2025-01-06,P270,Household_Item_270,Household,3,686,2058,350.41,Cash,West
2575,2025-02-17,P262,Beverages_Item_262,Beverages,4,1202,4808,961.82,Card,North
2576,2025-09-18,P221,Beverages_Item_221,Beverages,1,108,108,15.27,Cash,South
2577,2025-04-13,P115,Stationery_Item_115,Stationery,7,1649,11543,1604.54,Net Banking,Central
2578,2025-04-11,P003,Beverages_Item_3,Beverages,5,1140,5700,709.02,Cash,East
2579,2025-08-06,P138,Snacks_Item_138,Snacks,3,125,375,66.84,Net Banking,West
2580,2025-02-26,P073,Snacks_Item_73,Snacks,2,1428,2856,341.99,Net Banking,East
2581,2025-05-16,P274,Household_Item_274,Household,2,925,1850,278.82,UPI,Central
2582,2025-10-19,P234,Groceries_Item_234,Groceries,2,153,306,37.83,Net Banking,South
2583,2025-11-04,P097,Snacks_Item_97,Snacks,3,885,2655,348.09,Net Banking,Central
2584,2025-07-07,P242,Stationery_Item_242,Stationery,6,1173,7038,1040.72,Cash,South
2585,2025-09-18,P109,Personal Care_Item_109,Personal Care,5,686,3430,345.41,Net Banking,Central
2586,2025-06-11,P057,Household_Item_57,Household,7,1411,9877,1191.66,UPI,East
2587,2025-11-10,P185,Household_Item_185,Household,7,1346,9422,1909.46,Net Banking,South
2588,2025-06-11,P195,Personal Care_Item_195,Personal Care,8,1856,14848,3206.79,Cash,East
2589,2025-06-11,P160,Personal Care_Item_160,Personal Care,3,1046,3138,441.95,Net Banking,Central
2590,2025-06-23,P184,Beverages_Item_184,Beverages,5,834,4170,813.79,Cash,South
2591,2025-07-18,P090,Snacks_Item_90,Snacks,5,1330,6650,1410.0,UPI,South
2592,2025-04-23,P057,Household_Item_57,Household,4,1411,5644,939.21,Card,West
2593,2025-06-10,P209,Stationery_Item_209,Stationery,7,724,5068,807.92,UPI,Central
2594,2025-07-14,P067,Personal Care_Item_67,Personal Care,6,169,1014,143.17,Net Banking,South
2595,2025-04-26,P202,Groceries_Item_202,Groceries,3,239,717,155.23,UPI,Central
2596,2025-01-28,P285,Stationery_Item_285,Stationery,4,650,2600,494.15,Card,South
2597,2025-04-05,P051,Personal Care_Item_51,Personal Care,1,1189,1189,233.61,UPI,South
2598,2025-06-22,P184,Beverages_Item_184,Beverages,8,834,6672,1328.83,Cash,East
2599,2025-05-10,P153,Groceries_Item_153,Groceries,8,251,2008,402.44,Cash,South
2600,2025-12-25,P061,Stationery_Item_61,Stationery,3,1993,5979,1126.17,Net Banking,East
2601,2025-08-19,P047,Groceries_Item_47,Groceries,3,1774,5322,639.7,UPI,North
2602,2025-06-02,P046,Stationery_Item_46,Stationery,5,1285,6425,832.03,Cash,East
2603,2025-12-23,P102,Groceries_Item_102,Groceries,8,326,2608,341.13,Net Banking,South
2604,2025-08-19,P235,Household_Item_235,Household,7,1831,12817,1253.04,Net Banking,North
2605,2025-06-01,P014,Personal Care_Item_14,Personal Care,7,1446,10122,1169.57,Net Banking,North
2606,2025-11-16,P072,Snacks_Item_72,Snacks,6,737,4422,396.85,Cash,North
2607,2025-01-22,P263,Stationery_Item_263,Stationery,2,1408,2816,613.69,UPI,South
2608,2025-04-19,P103,Snacks_Item_103,Snacks,7,1951,13657,2966.27,Cash,North
2609,2025-07-10,P056,Beverages_Item_56,Beverages,7,743,5201,1105.22,Cash,Central
2610,2025-11-14,P062,Groceries_Item_62,Groceries,5,916,4580,593.72,Cash,Central
2611,2025-07-24,P278,Groceries_Item_278,Groceries,3,1857,5571,1090.19,Card,West
2612,2025-10-29,P190,Household_Item_190,Household,5,1400,7000,1524.78,Card,East
2613,2025-03-18,P170,Snacks_Item_170,Snacks,6,840,5040,647.14,UPI,North
2614,2025-02-09,P289,Beverages_Item_289,Beverages,4,110,440,75.27,Card,Central
2615,2025-08-12,P091,Groceries_Item_91,Groceries,6,1397,8382,1220.76,Cash,North
2616,2025-09-24,P113,Groceries_Item_113,Groceries,4,1524,6096,907.76,Cash,North
2617,2025-06-03,P107,Household_Item_107,Household,7,393,2751,472.36,Cash,West
2618,2025-08-03,P249,Snacks_Item_249,Snacks,8,1084,8672,1108.98,UPI,East
2619,2025-07-18,P224,Stationery_Item_224,Stationery,2,640,1280,155.69,Cash,North
2620,2025-01-06,P055,Snacks_Item_55,Snacks,5,552,2760,437.98,Card,North
2621,2025-04-01,P167,Snacks_Item_167,Snacks,1,1898,1898,273.6,UPI,North
2622,2025-08-07,P239,Beverages_Item_239,Beverages,6,502,3012,611.83,Cash,East
2623,2025-09-25,P028,Groceries_Item_28,Groceries,3,558,1674,309.94,Card,Central
2624,2025-09-03,P040,Snacks_Item_40,Snacks,8,799,6392,1136.34,UPI,South
2625,2025-10-27,P030,Snacks_Item_30,Snacks,5,325,1625,140.78,Cash,West
2626,2025-09-21,P281,Groceries_Item_281,Groceries,3,1610,4830,523.27,Cash,North
2627,2025-05-24,P258,Household_Item_258,Household,5,1614,8070,1325.8,Cash,North
2628,2025-12-15,P042,Household_Item_42,Household,4,871,3484,643.33,Card,Central
2629,2025-04-17,P082,Beverages_Item_82,Beverages,4,1279,5116,1028.18,Net Banking,West
2630,2025-07-02,P220,Stationery_Item_220,Stationery,3,1094,3282,323.26,Net Banking,North
2631,2025-03-28,P011,Stationery_Item_11,Stationery,4,740,2960,389.43,Cash,East
2632,2025-07-06,P271,Beverages_Item_271,Beverages,1,656,656,68.53,Card,West
2633,2025-12-05,P106,Beverages_Item_106,Beverages,8,171,1368,204.2,Cash,East
2634,2025-02-14,P029,Groceries_Item_29,Groceries,7,1010,7070,660.22,Card,West
2635,2025-09-30,P284,Personal Care_Item_284,Personal Care,4,1346,5384,914.27,Card,West
2636,2025-06-08,P227,Household_Item_227,Household,1,1484,1484,265.64,Cash,South
2637,2025-09-18,P013,Stationery_Item_13,Stationery,6,1624,9744,1642.48,Cash,North
2638,2025-11-04,P188,Snacks_Item_188,Snacks,3,1759,5277,932.94,Net Banking,South
2639,2025-07-24,P036,Snacks_Item_36,Snacks,7,1393,9751,1059.75,Card,West
2640,2025-03-24,P260,Personal Care_Item_260,Personal Care,5,1184,5920,707.97,Net Banking,Central
2641,2025-07-27,P005,Groceries_Item_5,Groceries,3,1230,3690,341.56,UPI,West
2642,2025-03-24,P227,Household_Item_227,Household,2,1484,2968,429.65,Cash,East
2643,2025-07-18,P244,Groceries_Item_244,Groceries,4,1234,4936,1025.19,Cash,West
2644,2025-05-13,P272,Snacks_Item_272,Snacks,6,44,264,40.72,Cash,Central
2645,2025-11-15,P256,Snacks_Item_256,Snacks,6,1155,6930,962.66,Cash,West
2646,2025-11-23,P222,Snacks_Item_222,Snacks,6,296,1776,349.59,Net Banking,East
2647,2025-06-01,P006,Stationery_Item_6,Stationery,6,242,1452,288.84,Card,South
2648,2025-01-21,P221,Beverages_Item_221,Beverages,2,108,216,25.51,Cash,South
2649,2025-08-31,P116,Groceries_Item_116,Groceries,3,1483,4449,881.62,UPI,South
2650,2025-06-18,P222,Snacks_Item_222,Snacks,4,296,1184,225.7,Cash,East
2651,2025-05-31,P033,Snacks_Item_33,Snacks,1,361,361,56.31,Cash,East
2652,2025-12-04,P166,Snacks_Item_166,Snacks,6,630,3780,729.85,Net Banking,East
2653,2025-05-21,P222,Snacks_Item_222,Snacks,7,296,2072,252.03,Card,Central
2654,2025-08-14,P030,Snacks_Item_30,Snacks,1,325,325,61.95,Cash,North
2655,2025-10-13,P202,Groceries_Item_202,Groceries,4,239,956,99.73,UPI,North
2656,2025-07-20,P067,Personal Care_Item_67,Personal Care,7,169,1183,210.1,Net Banking,East
2657,2025-10-20,P147,Snacks_Item_147,Snacks,3,1473,4419,835.19,Net Banking,East
2658,2025-09-09,P106,Beverages_Item_106,Beverages,5,171,855,116.13,Cash,East
2659,2025-04-30,P009,Stationery_Item_9,Stationery,1,237,237,30.58,Cash,Central
2660,2025-04-26,P133,Stationery_Item_133,Stationery,3,1906,5718,652.59,Card,West
2661,2025-07-12,P036,Snacks_Item_36,Snacks,8,1393,11144,1982.43,UPI,South
2662,2025-03-26,P206,Household_Item_206,Household,8,224,1792,356.57,Net Banking,East
2663,2025-02-26,P128,Personal Care_Item_128,Personal Care,2,1068,2136,378.39,Card,Central
2664,2025-08-13,P072,Snacks_Item_72,Snacks,8,737,5896,808.45,UPI,North
2665,2025-12-16,P157,Beverages_Item_157,Beverages,7,588,4116,584.39,Net Banking,South
2666,2025-10-04,P214,Groceries_Item_214,Groceries,8,222,1776,174.69,Card,West
2667,2025-11-29,P173,Household_Item_173,Household,2,1970,3940,451.51,Cash,North
2668,2025-09-27,P036,Snacks_Item_36,Snacks,6,1393,8358,1584.4,Card,South
2669,2025-06-17,P151,Personal Care_Item_151,Personal Care,7,465,3255,489.9,Net Banking,North
2670,2025-07-20,P072,Snacks_Item_72,Snacks,2,737,1474,294.24,Card,West
2671,2025-09-04,P049,Stationery_Item_49,Stationery,7,1758,12306,2191.34,Net Banking,East
2672,2025-02-08,P022,Household_Item_22,Household,2,311,622,94.7,UPI,East
2673,2025-03-25,P063,Groceries_Item_63,Groceries,3,136,408,64.46,Net Banking,East
2674,2025-04-03,P159,Household_Item_159,Household,5,40,200,27.19,Net Banking,North
2675,2025-11-10,P028,Groceries_Item_28,Groceries,8,558,4464,633.52,UPI,West
2676,2025-05-04,P300,Beverages_Item_300,Beverages,8,876,7008,1000.29,UPI,Central
2677,2025-10-17,P117,Personal Care_Item_117,Personal Care,8,1730,13840,2622.67,UPI,South
2678,2025-04-25,P239,Beverages_Item_239,Beverages,5,502,2510,369.41,UPI,South
2679,2025-01-30,P280,Snacks_Item_280,Snacks,8,1433,11464,1142.6,Net Banking,East
2680,2025-03-14,P138,Snacks_Item_138,Snacks,5,125,625,132.49,Net Banking,Central
2681,2025-09-23,P006,Stationery_Item_6,Stationery,3,242,726,70.0,Net Banking,Central
2682,2025-07-24,P279,Household_Item_279,Household,1,1554,1554,161.5,Card,South
2683,2025-06-09,P028,Groceries_Item_28,Groceries,4,558,2232,311.08,Cash,Central
2684,2025-07-13,P167,Snacks_Item_167,Snacks,5,1898,9490,1653.32,UPI,East
2685,2025-05-26,P047,Groceries_Item_47,Groceries,5,1774,8870,766.53,UPI,West
2686,2025-03-25,P122,Groceries_Item_122,Groceries,7,1100,7700,1260.48,Net Banking,North
2687,2025-06-14,P291,Groceries_Item_291,Groceries,4,1645,6580,1298.63,Cash,South
2688,2025-09-12,P087,Personal Care_Item_87,Personal Care,1,1521,1521,143.77,Net Banking,North
2689,2025-09-18,P154,Stationery_Item_154,Stationery,5,1975,9875,1135.53,Cash,North
2690,2025-09-09,P233,Beverages_Item_233,Beverages,2,1386,2772,520.13,UPI,South
2691,2025-08-28,P147,Snacks_Item_147,Snacks,2,1473,2946,236.98,Net Banking,North
2692,2025-07-21,P174,Groceries_Item_174,Groceries,6,327,1962,220.9,Net Banking,West
2693,2025-04-08,P132,Beverages_Item_132,Beverages,3,224,672,119.59,Net Banking,East
2694,2025-02-11,P255,Personal Care_Item_255,Personal Care,4,1858,7432,672.43,Cash,South
2695,2025-05-10,P023,Groceries_Item_23,Groceries,6,1037,6222,1113.09,Cash,Central
2696,2025-09-07,P078,Household_Item_78,Household,7,916,6412,980.67,UPI,North
2697,2025-05-31,P269,Beverages_Item_269,Beverages,5,1287,6435,854.19,Card,North
2698,2025-09-11,P032,Household_Item_32,Household,7,1812,12684,1421.13,UPI,South
2699,2025-10-20,P044,Stationery_Item_44,Stationery,1,441,441,55.32,Net Banking,North
2700,2025-11-29,P067,Personal Care_Item_67,Personal Care,3,169,507,47.08,Net Banking,South
2701,2025-04-29,P053,Stationery_Item_53,Stationery,4,1122,4488,819.01,Card,Central
