order_id,order_date,product_id,customer_id,quantity_sold,payment_mode,region,sales_amount,profit
18549,31-12-2025,P0413,C6859,7,Net Banking,East,8491,93.06
18550,28-10-2025,P0419,C5372,10,UPI,East,6930,698.77
18551,15-12-2025,P0478,C2929,7,Card,East,9170,-259.97
18552,09-03-2025,P0875,C6220,9,Card,West,21438,1989.44
18553,25-05-2025,P0164,C2453,10,UPI,East,24300,5163.24
18554,10-01-2025,P0217,C6357,10,upi,West,4480,527.33
18555,02-03-2025,P0834,C6802,3,UPI,North,6075,613.77
18556,18-03-2025,P0048,C7803,2,Card,South,4966,500.5
18557,09-03-2025,P0524,C8288,6,upi,North,2892,540.71
18558,15-06-2025,P1122,C1298,5,Net Banking,Central,6795,614.06
18559,18-03-2025,P0761,C8471,8,Cash,East,14088,2111.77
18560,12-05-2025,P1051,C6460,6,Card,West,5058,-154.39
18561,15-03-2025,P0235,C4725,4,Net Banking,West,8216,1128.88
18562,09-02-2025,P0831,C2166,2,upi,East,1628,342.08
18563,01-07-2025,P0230,C7065,7,UPI,South,10360,417.99
18564,27-05-2025,P0197,C7552,2,Cash,East,4068,-19.5
18565,04-08-2025,P0617,C8168,3,Card,East,2322,452.19
18566,07-11-2025,P0015,C2297,6,upi,West,8784,1822.99
18567,20-10-2025,P0124,C2493,8,upi,East,6832,186.19
18568,22-02-2025,P0964,C4120,2,upi,North,4820,529.76
18569,15-03-2025,P0564,C2651,9,upi,Central,20313,-311.22
18570,08-07-2025,P0357,C3031,9,UPI,South,11826,692.24
18571,17-02-2025,P0317,C9479,9,upi,West,1728,242.2
18572,20-02-2025,P0734,C6876,6,UPI,North,9522,127.39
18573,18-11-2025,P0026,C2708,2,Net Banking,East,3520,174.54
18574,25-11-2025,P0299,C1757,1,Cash,South,1207,237.43
18575,11-06-2025,P0878,C6788,3,Cash,East,6768,506.11
18576,04-03-2025,P0824,C2485,9,Net Banking,Central,16749,1853.58
18577,23-12-2025,P0855,C7186,9,UPI,North,12366,-73.29
18578,24-01-2025,P1085,C4295,10,UPI,East,5270,769.5
18579,09-06-2025,P0698,C4543,3,Card,East,1743,316.66
18580,31-12-2025,P1106,C7567,4,Card,East,1368,158.79
18581,24-06-2025,P0949,C3853,1,Card,South,1975,469.32
18582,14-09-2025,P1167,C7871,6,Card,South,1722,259.7
18583,02-07-2025,P1169,C9207,4,Card,East,4724,518.18
18584,25-02-2025,P0200,C5774,7,upi,North,14280,2218.53
18585,12-02-2025,P0770,C3595,2,upi,Central,236,-11.64
18586,01-04-2025,P0525,C8764,8,upi,South,14304,2083.12
18587,27-08-2025,P0482,C2411,4,UPI,East,4176,871.59
18588,08-01-2025,P0178,C6814,5,upi,South,320,-4.76
18589,02-01-2025,P0155,C3231,3,Card,North,2949,295.35
18590,19-02-2025,P0442,C8195,10,Net Banking,West,18340,2518.04
18591,27-12-2025,P0952,C1280,3,Net Banking,West,5178,294.81
18592,05-10-2025,P0847,C8315,2,UPI,North,3902,273.72
18593,04-05-2025,P0139,C6277,3,upi,Central,2772,46.37
18594,28-06-2025,P0752,C6153,8,Card,East,13048,3231.6
18595,04-04-2025,P0022,C7821,8,Cash,East,18640,2060.72
18596,05-02-2025,P0699,C1171,1,Cash,South,797,-4.79
18597,01-12-2025,P0089,C5984,10,upi,Central,6130,1125.13
18598,02-07-2025,P1085,C2622,2,Card,North,1054,246.31
18599,14-03-2025,P0988,C9695,7,Cash,East,14602,2307.81
18600,18-05-2025,P1143,C5195,3,UPI,Central,1176,29.09
18601,10-06-2025,P0013,C8714,9,upi,North,7695,1289.52
18602,30-03-2025,P0084,C1212,9,upi,West,19188,3500.87
18603,01-11-2025,P0162,C4000,3,upi,East,5688,-34.62
18604,10-03-2025,P0663,C7363,6,UPI,North,9354,1779.38
18605,09-06-2025,P0417,C7591,3,Net Banking,Central,6399,752.87
18606,24-02-2025,P0657,C6337,5,upi,West,4585,589.73
18607,31-08-2025,P0177,C7203,5,Card,North,5410,1109
18608,24-02-2025,P0273,C9368,8,upi,East,18000,4342.08
18609,17-03-2025,P0393,C7103,1,Card,West,2204,107.74
18610,18-06-2025,P0336,C3703,7,Net Banking,South,11137,-214.9
18611,06-03-2025,P0133,C7210,8,UPI,South,15232,-583.07
18612,01-08-2025,P0928,C6789,10,UPI,East,5120,-209.43
18613,02-03-2025,P1147,C9195,10,Cash,Central,1510,-13.85
18614,15-03-2025,P1077,C4409,9,upi,East,4752,-81.33
18615,17-01-2025,P1161,C4179,5,Net Banking,East,9805,2325.34
18616,03-12-2025,P0510,C4472,9,Net Banking,South,6624,65.34
18617,03-08-2025,P0187,C1253,4,Cash,North,3600,235.07
18618,25-11-2025,P0264,C8219,3,UPI,West,603,10.69
18619,03-10-2025,P0582,C2978,6,Card,South,4512,-167.46
18620,14-02-2025,P0210,C1719,3,Net Banking,Central,3765,46.52
18621,03-10-2025,P1191,C5771,5,Net Banking,North,7610,1216.24
18622,26-10-2025,P0748,C7800,5,Card,West,2195,507.25
18623,10-07-2025,P0020,C5322,3,Card,West,1215,59.86
18624,19-05-2025,P0456,C8350,9,Card,West,10404,535.87
18625,24-08-2025,P0114,C9946,8,Net Banking,South,15048,3624.78
18626,12-01-2025,P0318,C2762,7,upi,South,4844,154.2
18627,28-06-2025,P1133,C7260,5,UPI,East,5190,1049.91
18628,04-12-2025,P0370,C8047,5,UPI,West,7915,1801.79
18629,19-05-2025,P0126,C1758,1,Net Banking,West,987,-10.31
18630,10-09-2025,P0920,C9203,1,Net Banking,South,1174,-2.37
18631,15-01-2025,P0189,C9636,7,UPI,South,13125,1899.99
18632,19-01-2025,P0019,C5152,7,Net Banking,Central,6489,222.94
18633,20-05-2025,P0754,C7657,8,Cash,South,10656,-289.5
18634,27-05-2025,P0195,C9166,1,UPI,East,1558,339.11
18635,19-04-2025,P0280,C5920,4,UPI,West,3628,344.96
18636,01-11-2025,P0437,C4107,7,UPI,North,1890,368.85
18637,28-12-2025,P0251,C1744,7,Net Banking,South,4641,872.63
18638,05-02-2025,P0022,C1689,7,Cash,North,16310,1883.06
18639,28-08-2025,P0670,C4951,5,Cash,South,6875,882.38
18640,29-04-2025,P0845,C7851,9,Cash,Central,7227,211.52
18641,01-01-2025,P0204,C1758,10,Net Banking,Central,22460,3969.69
18642,29-09-2025,P0550,C7078,5,Card,East,11830,1060.71
18643,06-08-2025,P0063,C4901,7,Cash,Central,10584,2231.13
18644,05-10-2025,P0367,C5768,10,Cash,South,6790,1121.35
18645,12-01-2025,P0836,C8272,9,Card,South,12753,2671.26
18646,09-06-2025,P0491,C1790,7,Net Banking,West,12201,-399.81
18647,11-12-2025,P0670,C5428,9,Card,Central,12375,611.61
18648,04-06-2025,P0110,C4957,8,Cash,North,10568,58.05
18649,23-10-2025,P1137,C8760,5,UPI,South,5370,501.81
18650,24-08-2025,P0503,C7936,8,UPI,East,6952,-328.62
18651,22-09-2025,P0449,C7541,8,UPI,East,2104,-59.96
18652,31-12-2025,P0461,C2950,2,UPI,North,1924,101.06
18653,11-09-2025,P0811,C8551,6,Cash,North,11994,2192.42
18654,24-01-2025,P0033,C1519,8,UPI,East,12176,35.48
18655,11-04-2025,P0086,C7675,2,UPI,Central,2758,619.07
18656,08-12-2025,P0906,C3767,6,UPI,East,4746,-158.31
18657,11-11-2025,P0058,C1205,8,UPI,East,8344,957.96
18658,02-10-2025,P1125,C8836,5,Card,East,5355,563.82
18659,12-12-2025,P0737,C2797,10,Card,West,22680,4351.31
18660,17-01-2025,P0300,C8922,5,Card,South,4160,-183.17
18661,11-06-2025,P0188,C8260,7,Card,North,15610,2070.74
18662,16-02-2025,P0105,C6761,5,Net Banking,Central,6740,1650.5
18663,15-01-2025,P0569,C4895,9,UPI,South,5004,340.8
18664,30-11-2025,P1118,C2225,1,UPI,North,1624,307.25
18665,04-01-2025,P0183,C3007,3,Net Banking,West,1434,300.04
18666,22-01-2025,P0587,C6252,5,UPI,East,2565,13.91
18667,23-11-2025,P0418,C6683,6,Card,East,11226,2653.67
18668,14-10-2025,P0629,C4624,1,Card,South,112,-4.57
18669,29-07-2025,P1080,C9235,5,Card,North,7145,1705.24
18670,17-05-2025,P0943,C1454,9,Cash,East,14634,2166.88
18671,19-12-2025,P0976,C9534,2,upi,North,1282,227.62
18672,10-04-2025,P1182,C7353,3,upi,South,5502,113.56
18673,20-11-2025,P0927,C6601,3,upi,South,3168,344.84
18674,08-12-2025,P1141,C5304,4,Cash,East,7056,1503.34
18675,20-08-2025,P0592,C1131,4,upi,South,5072,1221.54
18676,29-01-2025,P0708,C4676,2,UPI,South,1380,278
18677,02-02-2025,P0945,C3280,4,UPI,South,2088,444.05
18678,28-08-2025,P0003,C5996,6,Cash,South,11028,1159.67
18679,02-07-2025,P0544,C7536,10,Net Banking,North,24030,2835.89
18680,12-07-2025,P1048,C7377,3,upi,South,1569,35.14
18681,03-01-2025,P0421,C5244,3,upi,Central,5367,-66.88
18682,09-12-2025,P1184,C8427,7,UPI,West,9233,-385.54
18683,26-04-2025,P0241,C6887,6,Net Banking,South,4548,472.19
18684,07-09-2025,P0958,C9036,5,Cash,South,10410,-455.25
18685,19-04-2025,P0898,C7599,2,Card,South,1434,-66.12
18686,17-06-2025,P0072,C2316,3,Card,Central,6903,800.09
18687,29-03-2025,P1182,C7909,1,Card,Central,1834,332.88
18688,11-11-2025,P0376,C5001,4,Card,East,1748,409.14
18689,17-11-2025,P0838,C9050,9,upi,West,14445,2994.11
18690,20-05-2025,P0849,C1212,2,UPI,West,110,9.79
18691,08-08-2025,P0636,C4994,8,Card,West,1400,-54.57
18692,06-05-2025,P0948,C5588,3,Net Banking,West,4479,726.56
18693,04-07-2025,P1199,C4690,5,Cash,North,6120,888.87
18694,27-09-2025,P1170,C7264,4,Net Banking,East,444,-13.45
18695,16-01-2025,P0198,C3191,7,Card,South,8407,-84.68
18696,18-11-2025,P1118,C1632,1,upi,North,1624,-28.01
18697,15-04-2025,P0186,C4346,10,Net Banking,South,10170,351.6
18698,05-08-2025,P0132,C3409,6,Net Banking,Central,7782,485.11
18699,14-11-2025,P0467,C1896,7,Card,Central,7182,1450.62
18700,16-10-2025,P0083,C6359,9,Card,West,20403,-37.4
18701,20-07-2025,P0904,C3275,6,Card,Central,9600,1656.7
18702,13-10-2025,P0142,C8476,4,Net Banking,Central,7556,1233.72
18703,10-04-2025,P0495,C2322,7,UPI,Central,9345,863.31
18704,13-10-2025,P0225,C8180,10,UPI,West,19330,4781.35
18705,07-09-2025,P0583,C1122,5,UPI,Central,12040,1364.45
18706,30-08-2025,P0147,C6357,7,Net Banking,North,7210,652.75
18707,13-11-2025,P0052,C4225,3,Net Banking,North,4305,-63.73
18708,11-02-2025,P0626,C8257,4,Net Banking,East,6308,808.86
18709,30-01-2025,P1122,C6172,4,Net Banking,North,5436,469.58
18710,25-03-2025,P0168,C7150,3,Card,Central,6102,1185.54
18711,25-11-2025,P0280,C9436,7,Net Banking,Central,6349,918.65
18712,11-02-2025,P1118,C5154,9,Net Banking,East,14616,1126.44
18713,17-04-2025,P0671,C5776,5,UPI,East,4465,-216.76
18714,27-11-2025,P0991,C6262,9,UPI,North,15471,2630.08
18715,03-06-2025,P0356,C2805,6,UPI,North,6420,844.09
18716,02-04-2025,P0029,C9206,8,Net Banking,South,4296,442.16
18717,21-11-2025,P1058,C7204,8,Cash,South,19832,188.17
18718,16-11-2025,P0220,C4148,5,UPI,North,9800,896.89
18719,24-08-2025,P0224,C6503,4,Card,North,8508,118.69
18720,23-09-2025,P0786,C4267,10,UPI,West,3330,487.55
18721,16-08-2025,P0709,C8825,9,Net Banking,North,2277,243.05
18722,22-01-2025,P1045,C3594,8,Net Banking,North,1296,59.43
18723,06-05-2025,P0850,C7038,4,Net Banking,East,1392,-8.49
18724,17-04-2025,P1052,C8908,6,Card,North,4068,563.64
18725,19-06-2025,P0537,C4288,6,UPI,South,2154,312.77
18726,24-02-2025,P0050,C1732,9,Card,South,2367,453.5
18727,16-05-2025,P0927,C1670,9,Cash,West,9504,692.88
18728,06-12-2025,P1067,C4834,9,Net Banking,North,9711,1395.45
18729,24-10-2025,P0468,C4689,2,Cash,Central,4498,622.59
18730,23-09-2025,P0489,C8433,6,Cash,West,13566,1632.51
18731,06-06-2025,P0821,C5090,4,Net Banking,West,4464,311.87
18732,06-03-2025,P0015,C7300,9,Card,East,13176,2418.37
18733,28-10-2025,P0607,C8534,2,Card,East,2980,669.53
18734,16-09-2025,P0303,C4351,5,Card,South,930,153.5
18735,14-11-2025,P0138,C3472,9,Cash,South,16308,1541.2
18736,20-05-2025,P0339,C9300,2,Card,East,3340,819.89
18737,03-08-2025,P0293,C4366,2,UPI,Central,2252,58.29
18738,11-03-2025,P0829,C6355,6,UPI,North,4824,617.71
18739,14-03-2025,P0241,C3472,1,Net Banking,Central,758,-3.77
18740,16-12-2025,P0665,C1570,1,Card,East,555,107.93
18741,25-11-2025,P1073,C6988,2,Cash,Central,4052,270.03
18742,18-08-2025,P0683,C6080,8,UPI,East,17968,4210.92
18743,30-10-2025,P1074,C4412,9,Cash,East,4077,159.11
18744,12-03-2025,P1064,C6438,9,Cash,East,2817,33.88
18745,23-05-2025,P0742,C3908,3,Cash,East,6048,1114.84
18746,24-04-2025,P0689,C7833,2,Cash,West,1990,305.04
18747,27-02-2025,P1107,C5494,2,Card,West,582,78.19
18748,26-05-2025,P1119,C8062,7,UPI,West,11613,828.8
18749,22-08-2025,P0175,C4999,6,UPI,West,3696,160.79
18750,25-08-2025,P1065,C9932,5,UPI,East,3385,600.52
18751,12-07-2025,P0835,C5778,1,UPI,West,1964,214.35
18752,15-10-2025,P1171,C1814,1,Cash,South,1991,106.64
18753,14-07-2025,P0632,C5851,2,Cash,South,4148,805.68
18754,14-02-2025,P0792,C4145,9,Card,Central,5157,492.76
18755,05-05-2025,P0144,C5018,7,Card,South,4361,1032.22
18756,01-11-2025,P1067,C2928,7,Net Banking,Central,7553,-73.11
18757,11-02-2025,P0002,C2583,8,upi,Central,2816,-63.12
18758,29-04-2025,P0599,C6293,4,upi,East,1876,26.48
18759,16-03-2025,P0502,C4644,5,Net Banking,North,5560,490.82
18760,11-09-2025,P0292,C6369,4,Net Banking,Central,760,120.53
18761,16-12-2025,P1128,C9865,6,Net Banking,West,13200,2693.7
18762,24-12-2025,P0304,C1536,2,Net Banking,Central,4570,685.43
18763,06-09-2025,P0144,C8307,2,Card,West,1246,285.05
18764,05-10-2025,P0055,C3388,3,Card,East,6012,736.29
18765,05-10-2025,P0016,C8345,4,Cash,North,9824,1392.2
18766,15-12-2025,P0607,C7403,2,Card,South,2980,287.33
18767,22-04-2025,P0419,C8890,9,Card,North,6237,1473.58
18768,16-07-2025,P1039,C1913,4,UPI,Central,4832,304.18
18769,30-11-2025,P0298,C3470,6,Card,North,7332,28.58
18770,19-07-2025,P0401,C6696,4,Cash,East,7776,1834.79
18771,13-08-2025,P0088,C6030,10,Cash,West,8150,1870.99
18772,19-09-2025,P0775,C7679,6,Cash,Central,2364,498.14
18773,24-03-2025,P0735,C1493,1,Net Banking,East,2002,186.16
18774,04-01-2025,P0684,C1174,2,Net Banking,North,270,31.61
18775,11-01-2025,P1032,C7442,9,Net Banking,North,11169,1723.44
18776,26-04-2025,P0880,C9886,10,Net Banking,East,15270,2982.85
18777,10-08-2025,P0416,C6728,6,Net Banking,East,11202,747.42
18778,08-03-2025,P0663,C4619,2,UPI,South,3118,458.14
18779,04-03-2025,P0243,C7749,3,Net Banking,South,6312,729.61
18780,16-07-2025,P0472,C7689,4,Net Banking,North,680,23.46
18781,07-12-2025,P1048,C5269,4,upi,East,2092,205.62
18782,30-04-2025,P0339,C1077,6,upi,South,10020,725.26
18783,12-02-2025,P0373,C9417,4,upi,North,8036,1459.58
18784,02-07-2025,P0472,C6302,4,upi,West,680,-14.43
18785,20-04-2025,P0920,C8160,2,Net Banking,East,2348,-7.01
18786,06-07-2025,P1052,C5797,10,Net Banking,East,6780,1523.85
18787,04-07-2025,P1026,C5037,7,Net Banking,Central,1701,248.33
18788,12-10-2025,P0433,C5673,9,Net Banking,North,20466,3708.28
18789,21-02-2025,P0294,C2416,4,upi,West,9592,1837.73
18790,09-01-2025,P0487,C9508,4,Net Banking,South,7968,-262.53
18791,14-03-2025,P0615,C6329,9,Net Banking,South,396,43.32
18792,05-02-2025,P0345,C7102,1,UPI,South,201,18.1
18793,31-08-2025,P0037,C4045,1,Net Banking,East,1518,339.15
18794,16-09-2025,P0463,C7351,5,UPI,East,1035,-1.69
18795,08-09-2025,P1194,C9449,7,Net Banking,East,12733,2819.83
18796,27-08-2025,P0038,C5657,7,upi,East,13825,1814.05
18797,25-10-2025,P0228,C4507,2,Card,South,440,68.56
18798,04-06-2025,P0402,C1523,3,Net Banking,North,4065,897.69
18799,20-02-2025,P0243,C8958,7,Card,South,14728,2095.97
18800,11-12-2025,P1058,C2355,5,Cash,East,12395,1546.47
18801,29-05-2025,P0375,C4798,10,upi,East,22960,3924.32
18802,25-06-2025,P1028,C4829,7,Card,East,1799,243.89
18803,26-06-2025,P0559,C4203,1,Card,West,1726,293.31
18804,13-07-2025,P1054,C7218,2,Net Banking,East,2102,456.15
18805,26-06-2025,P1182,C4293,5,UPI,East,9170,-112.68
18806,25-01-2025,P0462,C7397,1,UPI,South,875,87.96
18807,09-01-2025,P0267,C5735,3,Card,Central,1098,55.87
18808,21-07-2025,P0713,C6485,74,upi,South,165094,-5380.54
18809,26-07-2025,P0659,C6156,5,upi,North,9395,1295.28
18810,03-10-2025,P0982,C5706,10,upi,South,3920,813.83
18811,01-06-2025,P0499,C3644,5,Cash,West,6120,-276.95
18812,30-04-2025,P0136,C3279,10,Card,Central,6120,678.17
18813,17-04-2025,P0776,C2287,2,Card,West,3302,-75.44
18814,14-01-2025,P0236,C9267,8,UPI,Central,6184,-128.64
18815,06-08-2025,P1060,C5970,3,UPI,West,330,-15.46
18816,19-10-2025,P1051,C8493,4,upi,North,3372,0.85
18817,23-01-2025,P0023,C4254,6,Cash,South,3048,533.64
18818,24-12-2025,P1072,C8315,1,Cash,Central,790,0.41
18819,01-08-2025,P0369,C6593,4,Cash,West,3904,867.34
18820,29-01-2025,P0537,C4857,1,Cash,West,359,2.85
18821,26-11-2025,P0970,C5139,8,upi,East,11456,551.65
18822,20-01-2025,P0695,C9437,3,Card,West,4623,179.36
18823,15-05-2025,P0490,C6707,2,Card,Central,4922,802.89
18824,03-10-2025,P0978,C3532,3,Card,South,4767,-200.95
18825,20-07-2025,P0785,C9945,9,Net Banking,Central,6192,-76.22
18826,13-06-2025,P1134,C6542,4,Net Banking,Central,9736,2129.79
18827,24-03-2025,P0949,C6462,5,UPI,South,9875,2419.88
18828,15-09-2025,P0758,C9930,3,UPI,East,3363,114.45
18829,07-07-2025,P0741,C3570,3,Net Banking,South,7026,229.1
18830,31-05-2025,P0885,C5101,3,Net Banking,West,6411,1116.94
18831,29-07-2025,P0502,C8131,9,Net Banking,East,10008,-81.27
18832,27-11-2025,P0196,C8351,9,Net Banking,East,21762,-1051.28
18833,04-07-2025,P0006,C3270,4,Card,Central,1084,110.81
18834,05-10-2025,P0710,C6475,5,Card,West,2255,13.7
18835,09-09-2025,P0101,C7955,8,UPI,East,12952,2849.01
18836,14-01-2025,P0503,C8740,1,Net Banking,Central,869,126.39
18837,25-10-2025,P0243,C4610,6,upi,South,12624,1428.38
18838,10-01-2025,P1129,C2628,5,upi,West,320,43.93
18839,16-01-2025,P0999,C1784,6,upi,North,7020,1123.23
18840,22-05-2025,P0522,C5015,7,upi,South,1946,159.63
18841,30-11-2025,P0319,C3017,6,upi,South,420,83.06
18842,24-01-2025,P0924,C1115,8,Cash,North,1256,-34.86
18843,01-03-2025,P0209,C2490,2,Cash,West,88,-0.04
18844,31-03-2025,P0970,C3014,1,UPI,South,1432,120.87
18845,07-07-2025,P1124,C7707,2,UPI,East,4380,847.61
18846,28-02-2025,P0893,C9234,6,Cash,North,14514,2927.14
18847,26-01-2025,P1195,C9454,6,Cash,West,9864,1176.41
18848,07-01-2025,P0256,C8275,2,Cash,West,662,90.63
18849,26-11-2025,P0436,C9771,6,upi,West,9294,331
18850,31-05-2025,P0706,C4207,6,UPI,South,7362,582.24
18851,26-12-2025,P1114,C5837,9,Net Banking,South,14022,3353.75
18852,24-03-2025,P0967,C8796,8,UPI,South,9168,581.53
18853,28-01-2025,P1166,C7339,8,upi,Central,5968,1118.2
18854,03-12-2025,P0775,C9554,7,upi,West,2758,458.8
18855,10-07-2025,P1152,C4202,2,upi,South,3776,837.95
18856,07-05-2025,P0556,C4299,5,Net Banking,North,2605,516.86
18857,07-06-2025,P0478,C4638,8,upi,East,10480,1691.3
18858,14-10-2025,P1166,C7414,1,upi,Central,746,132.48
18859,15-11-2025,P0841,C6307,10,UPI,West,18460,145.56
18860,02-04-2025,P0493,C2220,1,Net Banking,East,2482,495.24
18861,19-08-2025,P0215,C2368,3,Cash,Central,1509,36.37
18862,06-06-2025,P0170,C4596,5,Cash,South,10125,1904.35
18863,21-06-2025,P0526,C4957,3,upi,West,2796,116.13
18864,16-11-2025,P0922,C5533,3,upi,West,1515,148.26
18865,27-09-2025,P0580,C5170,3,Card,East,2286,47.74
18866,30-01-2025,P0434,C2194,4,Net Banking,West,6600,399.11
18867,31-01-2025,P0592,C7041,9,upi,Central,11412,373.91
18868,29-10-2025,P0262,C2990,4,UPI,West,4152,731.43
18869,28-08-2025,P0368,C6463,2,UPI,North,4546,490.23
18870,25-10-2025,P0858,C9646,10,UPI,Central,13930,2455.1
18871,08-11-2025,P1080,C1097,1,Cash,South,1429,277.37
18872,03-05-2025,P0444,C4791,9,Net Banking,Central,9387,2020.32
18873,04-03-2025,P0683,C7550,3,Cash,North,6738,1193.44
18874,28-03-2025,P0638,C7093,4,upi,East,636,-16.41
18875,15-08-2025,P0731,C9523,8,UPI,South,11200,2243.25
18876,21-11-2025,P0642,C7092,4,Card,West,4500,548.77
18877,07-01-2025,P0224,C9764,4,UPI,South,8508,1979.84
18878,19-02-2025,P1052,C3041,6,Net Banking,South,4068,290.99
18879,24-12-2025,P0370,C7664,9,UPI,Central,14247,1778.66
18880,01-06-2025,P1124,C5888,10,Net Banking,North,21900,2102.42
18881,18-03-2025,P0148,C9818,9,UPI,East,7560,1671.89
18882,04-07-2025,P0927,C2099,10,Cash,South,10560,-56.33
18883,11-11-2025,P0836,C5099,2,Net Banking,East,2834,528.72
18884,08-06-2025,P0262,C3217,3,UPI,South,3114,429.19
18885,07-10-2025,P0291,C2952,6,Cash,Central,6618,149.37
18886,30-04-2025,P0504,C5274,9,upi,West,3816,644.02
18887,26-11-2025,P0084,C7114,8,UPI,South,17056,3149.78
18888,15-12-2025,P0867,C7162,4,UPI,South,392,11.51
18889,24-08-2025,P0942,C4132,9,Cash,North,21402,146.19
18890,04-07-2025,P0289,C7510,2,upi,West,1184,216.9
18891,04-10-2025,P0749,C2925,4,Card,North,1984,307.2
18892,24-10-2025,P0680,C5208,9,Card,Central,16947,-430.4
18893,04-06-2025,P0701,C1269,6,upi,South,5544,697.24
18894,21-07-2025,P0554,C7941,7,UPI,West,3654,-52.68
18895,12-12-2025,P0794,C8294,7,UPI,East,15582,144.78
18896,24-09-2025,P1023,C7761,8,Card,North,16528,1876.52
18897,22-08-2025,P0376,C5187,2,Cash,West,874,16.04
18898,09-07-2025,P0462,C7686,2,upi,North,1750,-47.1
18899,06-12-2025,P0154,C7378,3,Net Banking,Central,3072,364.04
18900,26-10-2025,P0579,C7325,2,Net Banking,South,1840,212.9
18901,14-08-2025,P0888,C2623,7,UPI,Central,5768,626.32
18902,29-09-2025,P0284,C8782,10,Net Banking,West,18080,55.77
18903,06-07-2025,P0867,C7750,10,Cash,Central,980,115.32
18904,25-11-2025,P0412,C2810,4,upi,South,3792,820.03
18905,19-05-2025,P0352,C8969,8,Card,East,1400,70.94
18906,22-06-2025,P0915,C7524,1,Net Banking,East,1065,-26.85
18907,11-09-2025,P0729,C4812,4,Cash,South,9432,-283.51
18908,20-12-2025,P0182,C1499,4,Net Banking,Central,4720,704.68
18909,24-06-2025,P0585,C3159,9,Net Banking,East,6255,1521.96
18910,28-10-2025,P0131,C6728,9,Cash,Central,16146,2913.11
18911,12-05-2025,P0967,C3852,6,Cash,East,6876,422.95
18912,25-02-2025,P1197,C2322,8,Cash,North,14592,458.05
18913,25-01-2025,P0113,C7000,3,upi,North,3738,741.46
18914,19-05-2025,P0087,C6287,2,Net Banking,West,2532,367.54
18915,01-09-2025,P1053,C1586,6,Net Banking,East,13932,-86.83
18916,18-07-2025,P1091,C1911,6,Net Banking,South,12024,2745.23
18917,07-05-2025,P0180,C2614,6,Cash,North,2544,569.84
18918,19-11-2025,P0901,C5914,4,Net Banking,South,2676,302.08
18919,03-12-2025,P0703,C7845,6,Card,West,6318,137.51
18920,18-12-2025,P0238,C6273,8,Cash,South,2584,8.55
18921,15-09-2025,P0786,C9764,10,Cash,Central,3330,719.06
18922,18-08-2025,P0396,C9119,3,UPI,East,2070,-44.67
18923,28-09-2025,P0753,C3708,7,upi,Central,3136,-136.04
18924,27-12-2025,P0207,C6555,6,Net Banking,North,9474,753.92
18925,27-10-2025,P0575,C5167,9,Card,South,19449,3547.69
18926,10-04-2025,P0729,C4136,5,Card,Central,11790,-11.53
18927,07-11-2025,P1012,C1639,5,UPI,South,11785,58.53
18928,25-11-2025,P0713,C1679,2,upi,East,4462,849.88
18929,06-09-2025,P0415,C8272,7,upi,South,8729,530.98
18930,12-10-2025,P0580,C8764,10,Card,North,7620,174.16
18931,25-04-2025,P0850,C6248,5,Cash,East,1740,410.07
18932,11-09-2025,P0610,C8568,5,Cash,East,260,17.18
18933,05-10-2025,P0154,C3459,10,Card,East,10240,2249.81
18934,25-09-2025,P0588,C2129,99,Cash,East,31383,5133.09
18935,21-04-2025,P0470,C8888,5,Cash,East,7010,-61.66
18936,10-04-2025,P0969,C3033,10,Card,East,22420,2500.22
18937,27-09-2025,P0509,C6394,10,Card,Central,7470,775.04
18938,13-04-2025,P0289,C4564,1,UPI,North,592,-7.86
18939,29-04-2025,P0708,C6986,4,UPI,Central,2760,440.31
18940,08-02-2025,P0758,C3248,2,Cash,South,2242,-30.75
18941,21-11-2025,P0392,C7392,8,Cash,North,17032,2584.8
18942,05-11-2025,P0473,C5251,7,Net Banking,East,1204,27.03
18943,21-05-2025,P0636,C5667,6,Card,North,1050,25.47
18944,30-04-2025,P0221,C6532,6,Cash,North,1326,331.28
18945,01-03-2025,P0513,C9740,6,Net Banking,North,1614,335.19
18946,24-02-2025,P0124,C8954,4,UPI,West,3416,64.08
18947,12-02-2025,P0066,C5110,8,UPI,East,13752,98.11
18948,19-10-2025,P0270,C5658,9,upi,North,10719,1276.61
18949,28-08-2025,P0649,C5954,4,Card,Central,3660,-17.82
18950,30-05-2025,P0015,C8174,3,upi,Central,4392,765.14
18951,03-09-2025,P0458,C6362,4,upi,North,7288,-344.95
18952,10-01-2025,P0291,C1860,8,Net Banking,South,8824,828.32
18953,07-12-2025,P0120,C9503,3,Net Banking,Central,3720,31.06
18954,04-03-2025,P0867,C3241,6,UPI,Central,588,-25.18
18955,17-09-2025,P0901,C2520,10,Card,West,6690,898.42
18956,03-03-2025,P0184,C3020,6,Cash,North,12426,1933.85
18957,28-07-2025,P1123,C7494,3,UPI,North,2712,38.56
18958,04-09-2025,P0711,C7294,1,upi,South,2215,47.44
18959,09-02-2025,P0831,C8174,3,Net Banking,Central,2442,31.67
18960,30-08-2025,P0641,C9337,7,Net Banking,South,17213,770.94
18961,29-08-2025,P0541,C1649,9,Cash,West,11367,-392.41
18962,17-03-2025,P0485,C1261,10,UPI,Central,14650,3606.05
18963,20-05-2025,P0597,C2473,1,Card,South,1686,118.75
